25620759;41.1488;-8.612135;-0.1503101;0.718182
25632401;41.15049;-8.608911;-0.1502538;0.7182115
25632375;41.15517;-8.610028;-0.1502733;0.7182932
25632404;41.14922;-8.6095;-0.1502641;0.7181893
25632413;41.15133;-8.604275;-0.1501729;0.7182263
25632403;41.14964;-8.609517;-0.1502644;0.7181967
25632426;41.15328;-8.602441;-0.1501409;0.7182602
25632427;41.15326;-8.600788;-0.1501121;0.7182599
25632439;41.1495;-8.601839;-0.1501304;0.7181942
25632440;41.15015;-8.601228;-0.1501197;0.7182056
25632444;41.15056;-8.600702;-0.1501106;0.7182127
25632399;41.15111;-8.607389;-0.1502273;0.7182223
25632445;41.15228;-8.60487;-0.1501833;0.7182428
25632410;41.15096;-8.605365;-0.1501919;0.7182197
25632450;41.15508;-8.605576;-0.1501956;0.7182917
25632398;41.15092;-8.606738;-0.1502159;0.7182191
25632417;41.15117;-8.608475;-0.1502462;0.7182233
25632416;41.15231;-8.606874;-0.1502183;0.7182432
25632452;41.15442;-8.605941;-0.150202;0.7182801
129552045;41.15679;-8.607672;-0.1502322;0.7183214
129552046;41.15759;-8.607174;-0.1502235;0.7183354
129553875;41.14764;-8.603931;-0.1501669;0.7181618
129554561;41.1473;-8.602616;-0.150144;0.7181558
2269685583;41.15107;-8.600315;-0.1501038;0.7182216
25632447;41.15482;-8.604693;-0.1501802;0.7182871
2245786953;41.1491;-8.611189;-0.1502936;0.7181872
2245786974;41.14837;-8.611218;-0.1502941;0.7181745
452682279;41.15357;-8.611269;-0.150295;0.7182654
452682282;41.15355;-8.608704;-0.1502502;0.7182649
452682285;41.1536;-8.608993;-0.1502553;0.7182658
452682292;41.15363;-8.611061;-0.1502914;0.7182662
452682295;41.15352;-8.611074;-0.1502916;0.7182645
452682286;41.15361;-8.609977;-0.1502724;0.7182661
452682277;41.15387;-8.609948;-0.1502719;0.7182705
452682274;41.15372;-8.60997;-0.1502723;0.7182679
452682253;41.154;-8.609887;-0.1502709;0.7182728
475405130;41.15182;-8.60666;-0.1502146;0.7182348
25632454;41.15355;-8.606226;-0.150207;0.7182649
1887601134;41.15354;-8.605438;-0.1501932;0.7182648
25632451;41.15471;-8.605831;-0.1502001;0.7182851
25632453;41.15389;-8.606207;-0.1502066;0.7182709
747467615;41.15048;-8.611148;-0.1502929;0.7182114
25632414;41.15185;-8.605035;-0.1501862;0.7182353
25632411;41.15094;-8.604254;-0.1501726;0.7182193
25632423;41.151;-8.602248;-0.1501376;0.7182205
25632424;41.15095;-8.603686;-0.1501627;0.7182196
25632425;41.15326;-8.603552;-0.1501603;0.7182599
25632428;41.15104;-8.601172;-0.1501188;0.7182211
25632449;41.15458;-8.603035;-0.1501513;0.718283
25632463;41.15562;-8.602601;-0.1501437;0.7183012
411909880;41.15455;-8.602531;-0.1501425;0.7182824
958308578;41.15096;-8.610826;-0.1502873;0.7182196
501225708;41.15402;-8.607755;-0.1502337;0.7182731
501252536;41.15567;-8.607678;-0.1502323;0.718302
129550139;41.15514;-8.60765;-0.1502318;0.7182928
1110698243;41.15357;-8.608047;-0.1502388;0.7182654
1110698250;41.15363;-8.611847;-0.1503051;0.7182664
1110698255;41.15358;-8.611148;-0.1502929;0.7182655
1110698259;41.15361;-8.6113;-0.1502955;0.718266
1110698260;41.15358;-8.611428;-0.1502978;0.7182654
25632376;41.15185;-8.610143;-0.1502753;0.7182353
1110698272;41.15359;-8.608181;-0.1502411;0.7182657
1110698267;41.15347;-8.604756;-0.1501813;0.7182636
1110698277;41.1535;-8.608219;-0.1502418;0.7182642
1110698280;41.15354;-8.611261;-0.1502949;0.7182648
1110698283;41.15353;-8.608456;-0.1502459;0.7182646
1110698292;41.15363;-8.611461;-0.1502983;0.7182664
1110698297;41.15374;-8.612777;-0.1503213;0.7182682
452682268;41.15389;-8.61006;-0.1502739;0.7182708
452682289;41.15361;-8.610062;-0.1502739;0.718266
452682304;41.15432;-8.610054;-0.1502738;0.7182783
25620653;41.1536;-8.611996;-0.1503077;0.7182658
1110698271;41.15346;-8.607924;-0.1502366;0.7182633
452682212;41.15345;-8.606648;-0.1502144;0.7182632
1110698261;41.15343;-8.604814;-0.1501823;0.7182629
1110698256;41.15353;-8.604851;-0.150183;0.7182646
1106006327;41.15027;-8.612099;-0.1503095;0.7182077
129548929;41.15873;-8.609954;-0.150272;0.7183554
473873465;41.15748;-8.609967;-0.1502723;0.7183336
25632402;41.15016;-8.609421;-0.1502627;0.7182058
1209790922;41.1502;-8.609395;-0.1502623;0.7182064
1209790928;41.15567;-8.610014;-0.1502731;0.718302
